지표연도,시도,시군구,지표명,분모,분자,항생제 처방률
2009,충청북도,보은군,항생제처방률,535004,69287,12.95
2009,충청북도,옥천군,항생제처방률,948578,166160,17.52
2009,충청북도,영동군,항생제처방률,796868,153362,19.25
2009,충청북도,증평군,항생제처방률,465204,127771,27.47
2009,충청북도,진천군,항생제처방률,768420,221502,28.83
2009,충청북도,괴산군,항생제처방률,382362,45367,11.86
2009,충청북도,음성군,항생제처방률,1222219,234352,19.17
2009,충청북도,단양군,항생제처방률,277298,35762,12.9
2009,충청남도,전체,항생제처방률,29201192,6558405,22.46
2009,충청남도,천안시,항생제처방률,13351,1189,8.91
2009,충청남도,천안시 동남구,항생제처방률,3206374,791549,24.69
2009,충청남도,천안시 서북구,항생제처방률,4070995,1248794,30.68
2009,충청남도,공주시,항생제처방률,1815763,365535,20.13
2009,충청남도,보령시,항생제처방률,1696117,359182,21.18
2009,충청남도,아산시,항생제처방률,2803201,785576,28.02
2009,충청남도,서산시,항생제처방률,2260205,501420,22.18
2009,충청남도,논산시,항생제처방률,2366221,440929,18.63
2009,충청남도,계룡시,항생제처방률,412559,131578,31.89
2009,충청남도,금산군,항생제처방률,1016661,174721,17.19
2009,충청남도,연기군,항생제처방률,1256751,257601,20.5
2009,충청남도,부여군,항생제처방률,1145288,153427,13.4
2009,충청남도,서천군,항생제처방률,1118187,150944,13.5
2009,충청남도,청양군,항생제처방률,437577,60098,13.73
2009,충청남도,홍성군,항생제처방률,1510714,242581,16.06
2009,충청남도,예산군,항생제처방률,1232818,231255,18.76
2009,충청남도,태안군,항생제처방률,1025344,216950,21.16
2009,충청남도,당진군,항생제처방률,1813066,445076,24.55
2009,전라북도,전체,항생제처방률,28975014,6031124,20.81
2009,전라북도,전주시 완산구,항생제처방률,5212948,1113212,21.35
2009,전라북도,전주시 덕진구,항생제처방률,4554645,1052801,23.11
2009,전라북도,군산시,항생제처방률,3994677,1013850,25.38
2009,전라북도,익산시,항생제처방률,4595118,1160517,25.26
2009,전라북도,정읍시,항생제처방률,2080498,350440,16.84
2009,전라북도,남원시,항생제처방률,1784390,316562,17.74
2009,전라북도,김제시,항생제처방률,1554095,234171,15.07
2009,전라북도,완주군,항생제처방률,935053,196956,21.06
2009,전라북도,진안군,항생제처방률,447403,42497,9.5
2009,전라북도,무주군,항생제처방률,369178,51119,13.85
2009,전라북도,장수군,항생제처방률,281654,34180,12.14
2009,전라북도,임실군,항생제처방률,501640,74109,14.77
2009,전라북도,순창군,항생제처방률,501616,64174,12.79
2009,전라북도,고창군,항생제처방률,1004734,130448,12.98
2009,전라북도,부안군,항생제처방률,1157365,196088,16.94
2009,전라남도,전체,항생제처방률,28385741,6149617,21.66
2009,전라남도,목포시,항생제처방률,4378160,1105926,25.26
2009,전라남도,여수시,항생제처방률,4222731,1147760,27.18
2009,전라남도,순천시,항생제처방률,3841999,1070342,27.86
2009,전라남도,나주시,항생제처방률,1413241,297304,21.04
2009,전라남도,광양시,항생제처방률,1339891,397120,29.64
2009,전라남도,담양군,항생제처방률,746163,105050,14.08
2009,전라남도,곡성군,항생제처방률,452756,64464,14.24
2009,전라남도,구례군,항생제처방률,356400,58964,16.54
2009,전라남도,고흥군,항생제처방률,1222420,197603,16.16
2009,전라남도,보성군,항생제처방률,776771,116706,15.02
2009,전라남도,화순군,항생제처방률,1182125,232451,19.66
2009,전라남도,장흥군,항생제처방률,788784,133531,16.93
2009,전라남도,강진군,항생제처방률,586440,115125,19.63
2009,전라남도,해남군,항생제처방률,1358234,197265,14.52
2009,전라남도,영암군,항생제처방률,751816,142919,19.01
2009,전라남도,무안군,항생제처방률,970817,140685,14.49
2009,전라남도,함평군,항생제처방률,577138,74841,12.97
2009,전라남도,영광군,항생제처방률,1145463,200402,17.5
2009,전라남도,장성군,항생제처방률,575616,103054,17.9
2009,전라남도,완도군,항생제처방률,756193,123793,16.37
2009,전라남도,진도군,항생제처방률,483833,62943,13.01
2009,전라남도,신안군,항생제처방률,458750,61369,13.38
2009,경상북도,전체,항생제처방률,34390874,8289844,24.1
2009,경상북도,포항시 남구,항생제처방률,2611502,698079,26.73
2009,경상북도,포항시 북구,항생제처방률,3750101,901194,24.03
2009,경상북도,경주시,항생제처방률,3376001,909056,26.93
2009,경상북도,김천시,항생제처방률,1614502,271721,16.83
2009,경상북도,안동시,항생제처방률,2558812,555046,21.69
2009,경상북도,구미시,항생제처방률,4771690,1552449,32.53
2009,경상북도,영주시,항생제처방률,1572857,404261,25.7
2009,경상북도,영천시,항생제처방률,1773652,279838,15.78
2009,경상북도,상주시,항생제처방률,1417562,270294,19.07
2009,경상북도,문경시,항생제처방률,1242275,278910,22.45
2009,경상북도,경산시,항생제처방률,3173839,903349,28.46
2009,경상북도,군위군,항생제처방률,233812,33646,14.39
2009,경상북도,의성군,항생제처방률,790343,136783,17.31
2009,경상북도,청송군,항생제처방률,274874,40598,14.77
2009,경상북도,영양군,항생제처방률,123826,21405,17.29
2009,경상북도,영덕군,항생제처방률,607428,97934,16.12
2009,경상북도,청도군,항생제처방률,730932,121866,16.67
2009,경상북도,고령군,항생제처방률,358382,66298,18.5
2009,경상북도,성주군,항생제처방률,551961,86324,15.64
2009,경상북도,칠곡군,항생제처방률,1338333,421624,31.5
2009,경상북도,예천군,항생제처방률,523582,72800,13.9
2009,경상북도,봉화군,항생제처방률,307729,31691,10.3
2009,경상북도,울진군,항생제처방률,622366,125965,20.24
2009,경상북도,울릉군,항생제처방률,64513,8713,13.51
2009,경상남도,전체,항생제처방률,41877044,10788991,25.76
2009,경상남도,창원시,항생제처방률,5562133,1765492,31.74
2009,경상남도,마산시,항생제처방률,6017492,1499456,24.92
2009,경상남도,진주시,항생제처방률,4583468,966350,21.08
2009,경상남도,진해시,항생제처방률,2004343,545563,27.22
2009,경상남도,통영시,항생제처방률,2193703,548490,25
2009,경상남도,사천시,항생제처방률,1627171,334882,20.58
2009,경상남도,김해시,항생제처방률,5708624,1868953,32.74
2009,경상남도,밀양시,항생제처방률,1501461,355151,23.65
2009,경상남도,거제시,항생제처방률,2521693,785805,31.16
2009,경상남도,양산시,항생제처방률,3075013,953974,31.02
2009,경상남도,의령군,항생제처방률,480117,76694,15.97
2009,경상남도,함안군,항생제처방률,746702,151958,20.35
2009,경상남도,창녕군,항생제처방률,838688,147703,17.61
2009,경상남도,고성군,항생제처방률,750165,114665,15.29
2009,경상남도,남해군,항생제처방률,844476,117277,13.89
2009,경상남도,하동군,항생제처방률,791025,110435,13.96
2009,경상남도,산청군,항생제처방률,420890,45089,10.71
2009,경상남도,함양군,항생제처방률,697824,114688,16.44
2009,경상남도,거창군,항생제처방률,827785,163606,19.76
2009,경상남도,합천군,항생제처방률,684271,122760,17.94
2009,제주특별자치도,전체,항생제처방률,8500466,2298704,27.04
2009,제주특별자치도,제주시,항생제처방률,6259626,1761747,28.14
2009,제주특별자치도,서귀포시,항생제처방률,2240840,536957,23.96
2010,전국,전체,항생제처방률,658633800,167994027,25.51
2010,서울특별시,전체,항생제처방률,135504303,33912686,25.03
2010,서울특별시,종로구,항생제처방률,5008392,815501,16.28
2010,서울특별시,중구,항생제처방률,3758730,931312,24.78
2010,서울특별시,용산구,항생제처방률,2550711,665960,26.11
2010,서울특별시,성동구,항생제처방률,3568790,950566,26.64
2010,서울특별시,광진구,항생제처방률,4662674,1221612,26.2
2010,서울특별시,동대문구,항생제처방률,5648231,1213626,21.49
2010,서울특별시,중랑구,항생제처방률,4555133,1238895,27.2
2010,서울특별시,성북구,항생제처방률,5353479,1403705,26.22
2010,서울특별시,강북구,항생제처방률,4749223,1231324,25.93
2010,서울특별시,도봉구,항생제처방률,3690370,1003450,27.19
2010,서울특별시,노원구,항생제처방률,7050295,1992275,28.26
2010,서울특별시,은평구,항생제처방률,5578047,1517056,27.2
2010,서울특별시,서대문구,항생제처방률,4836883,1056715,21.85
2010,서울특별시,마포구,항생제처방률,4723820,1318082,27.9
2010,서울특별시,양천구,항생제처방률,5464360,1519880,27.81
2010,서울특별시,강서구,항생제처방률,6597163,1891507,28.67
2010,서울특별시,구로구,항생제처방률,5194529,1476067,28.42
2010,서울특별시,금천구,항생제처방률,2732674,825609,30.21
2010,서울특별시,영등포구,항생제처방률,6484614,1666715,25.7
2010,서울특별시,동작구,항생제처방률,5320824,1275994,23.98
2010,서울특별시,관악구,항생제처방률,5440772,1460274,26.84
2010,서울특별시,서초구,항생제처방률,6279010,1266282,20.17
2010,서울특별시,강남구,항생제처방률,10452322,2214176,21.18
2010,서울특별시,송파구,항생제처방률,8846779,2207193,24.95
2010,서울특별시,강동구,항생제처방률,6956478,1548910,22.27
2010,부산광역시,전체,항생제처방률,48788131,11749962,24.08
2010,부산광역시,중구,항생제처방률,1466101,300026,20.46
2010,부산광역시,서구,항생제처방률,3006495,512648,17.05
2010,부산광역시,동구,항생제처방률,2343822,383388,16.36
2010,부산광역시,영도구,항생제처방률,2086824,515422,24.7
2010,부산광역시,부산진구,항생제처방률,6526866,1537819,23.56
2010,부산광역시,동래구,항생제처방률,3959586,931108,23.52
2010,부산광역시,남구,항생제처방률,3175090,806026,25.39
2010,부산광역시,북구,항생제처방률,3712159,958955,25.83
2010,부산광역시,해운대구,항생제처방률,4995983,1289282,25.81
2010,부산광역시,사하구,항생제처방률,4538724,1278524,28.17
2010,부산광역시,금정구,항생제처방률,3097109,806095,26.03
2010,부산광역시,강서구,항생제처방률,299069,91154,30.48
2010,부산광역시,연제구,항생제처방률,3155924,718790,22.78
2010,부산광역시,수영구,항생제처방률,2311846,516728,22.35
2010,부산광역시,사상구,항생제처방률,2956755,821840,27.8
2010,부산광역시,기장군,항생제처방률,1155778,282157,24.41
2010,대구광역시,전체,항생제처방률,34721046,8604277,24.78
2010,대구광역시,중구,항생제처방률,3603962,557873,15.48
2010,대구광역시,동구,항생제처방률,4576764,1080612,23.61
2010,대구광역시,서구,항생제처방률,2733928,637755,23.33
2010,대구광역시,남구,항생제처방률,3086671,511210,16.56
2010,대구광역시,북구,항생제처방률,5496060,1537186,27.97
2010,대구광역시,수성구,항생제처방률,5423351,1432531,26.41
2010,대구광역시,달서구,항생제처방률,7967232,2274123,28.54
2010,대구광역시,달성군,항생제처방률,1833078,572987,31.26
2010,인천광역시,전체,항생제처방률,32656679,8914419,27.3
2010,인천광역시,중구,항생제처방률,1589599,317365,19.97
2010,인천광역시,동구,항생제처방률,1243550,293813,23.63
2010,인천광역시,남구,항생제처방률,5288466,1354817,25.62
2010,인천광역시,연수구,항생제처방률,2880057,865248,30.04
2010,인천광역시,남동구,항생제처방률,6208115,1642412,26.46
2010,인천광역시,부평구,항생제처방률,6626542,1955735,29.51
2010,인천광역시,계양구,항생제처방률,3623660,1010153,27.88
2010,인천광역시,서구,항생제처방률,4348850,1342860,30.88
2010,인천광역시,강화군,항생제처방률,729990,120711,16.54
2010,인천광역시,옹진군,항생제처방률,117850,11305,9.59
2010,광주광역시,전체,항생제처방률,19515734,5460415,27.98
2010,광주광역시,동구,항생제처방률,2949942,532456,18.05
2010,광주광역시,서구,항생제처방률,3801278,1187167,31.23
2010,광주광역시,남구,항생제처방률,2782670,703571,25.28
2010,광주광역시,북구,항생제처방률,5570480,1542101,27.68
2010,광주광역시,광산구,항생제처방률,4411364,1495120,33.89
2010,대전광역시,전체,항생제처방률,22233353,5511893,24.79
2010,대전광역시,동구,항생제처방률,3184715,745941,23.42
2010,대전광역시,중구,항생제처방률,4981395,959056,19.25
2010,대전광역시,서구,항생제처방률,8092570,2055473,25.4
2010,대전광역시,유성구,항생제처방률,3021513,876688,29.01
2010,대전광역시,대덕구,항생제처방률,2953160,874735,29.62
2010,울산광역시,전체,항생제처방률,13833042,4038304,29.19
2010,울산광역시,중구,항생제처방률,2462250,735386,29.87
2010,울산광역시,남구,항생제처방률,5347061,1538439,28.77
2010,울산광역시,동구,항생제처방률,2624565,665197,25.35
2010,울산광역시,북구,항생제처방률,1540033,492225,31.96
2010,울산광역시,울주군,항생제처방률,1859133,607057,32.65
2010,경기도,전체,항생제처방률,136005254,39645031,29.15
2010,경기도,수원시 장안구,항생제처방률,3194705,1037732,32.48
2010,경기도,수원시 권선구,항생제처방률,2749934,878073,31.93
2010,경기도,수원시 팔달구,항생제처방률,4257529,1006039,23.63
2010,경기도,수원시 영통구,항생제처방률,3867994,1092840,28.25
2010,경기도,성남시 수정구,항생제처방률,2655431,797701,30.04
2010,경기도,성남시 중원구,항생제처방률,3060530,883323,28.86
2010,경기도,성남시 분당구,항생제처방률,7253986,1518407,20.93
2010,경기도,의정부시,항생제처방률,5736806,1602201,27.93
2010,경기도,안양시 만안구,항생제처방률,2836230,734722,25.9
2010,경기도,안양시 동안구,항생제처방률,4535623,1419387,31.29
2010,경기도,부천시 원미구,항생제처방률,6380277,1729543,27.11
2010,경기도,부천시 소사구,항생제처방률,2719456,733707,26.98
2010,경기도,부천시 오정구,항생제처방률,2073279,621080,29.96
2010,경기도,광명시,항생제처방률,4146203,1264861,30.51
2010,경기도,평택시,항생제처방률,5464975,1416327,25.92
2010,경기도,동두천시,항생제처방률,1233938,373286,30.25
2010,경기도,안산시 상록구,항생제처방률,3113533,969273,31.13
2010,경기도,안산시 단원구,항생제처방률,4939296,1405271,28.45
2010,경기도,고양시 덕양구,항생제처방률,4213882,1324960,31.44
2010,경기도,고양시 일산동구,항생제처방률,3774930,809535,21.45
2010,경기도,고양시 일산서구,항생제처방률,3831306,1006209,26.26
2010,경기도,과천시,항생제처방률,667522,175256,26.25
2010,경기도,구리시,항생제처방률,2845455,867885,30.5
2010,경기도,남양주시,항생제처방률,5400009,1846937,34.2
2010,경기도,오산시,항생제처방률,2093716,716400,34.22
2010,경기도,시흥시,항생제처방률,4316764,1580241,36.61
2010,경기도,군포시,항생제처방률,2994782,953215,31.83
2010,경기도,의왕시,항생제처방률,1267167,393878,31.08
2010,경기도,하남시,항생제처방률,1622918,548219,33.78
2010,경기도,용인시,항생제처방률,33329,15091,45.28
2010,경기도,용인시 처인구,항생제처방률,2151944,651047,30.25
2010,경기도,용인시 기흥구,항생제처방률,3182137,1078048,33.88
2010,경기도,용인시 수지구,항생제처방률,2634808,818322,31.06
2010,경기도,파주시,항생제처방률,3466755,1003886,28.96
2010,경기도,이천시,항생제처방률,2495267,792376,31.76
2010,경기도,안성시,항생제처방률,1916201,507699,26.5
2010,경기도,김포시,항생제처방률,2698487,835307,30.95
2010,경기도,화성시,항생제처방률,5230824,1776743,33.97
2010,경기도,광주시,항생제처방률,2328444,733344,31.5
2010,경기도,양주시,항생제처방률,1502800,527996,35.13
2010,경기도,포천시,항생제처방률,1654085,469030,28.36
2010,경기도,여주군,항생제처방률,1273150,293016,23.02
2010,경기도,연천군,항생제처방률,462902,84042,18.16
2010,경기도,가평군,항생제처방률,662684,123873,18.69
2010,경기도,양평군,항생제처방률,1063261,228703,21.51
2010,강원도,전체,항생제처방률,18865966,4512722,23.92
2010,강원도,춘천시,항생제처방률,3434752,767667,22.35
2010,강원도,원주시,항생제처방률,4311372,1219119,28.28
2010,강원도,강릉시,항생제처방률,2883127,561301,19.47
2010,강원도,동해시,항생제처방률,1317117,357870,27.17
2010,강원도,태백시,항생제처방률,671693,195819,29.15
2010,강원도,속초시,항생제처방률,1394404,351930,25.24
2010,강원도,삼척시,항생제처방률,801632,158959,19.83
2010,강원도,홍천군,항생제처방률,896015,197613,22.05
2010,강원도,횡성군,항생제처방률,436712,86155,19.73
2010,강원도,영월군,항생제처방률,471260,112766,23.93
2010,강원도,평창군,항생제처방률,345870,73048,21.12
2010,강원도,정선군,항생제처방률,310553,57549,18.53
2010,강원도,철원군,항생제처방률,519454,131719,25.36
2010,강원도,화천군,항생제처방률,220608,49502,22.44
2010,강원도,양구군,항생제처방률,151732,34639,22.83
2010,강원도,인제군,항생제처방률,294281,87649,29.78
2010,강원도,고성군,항생제처방률,233451,41134,17.62
2010,강원도,양양군,항생제처방률,171933,28283,16.45
2010,충청북도,전체,항생제처방률,21529135,5265090,24.46
2010,충청북도,청주시 상당구,항생제처방률,4356410,1127276,25.88
2010,충청북도,청주시 흥덕구,항생제처방률,5418996,1557279,28.74
2010,충청북도,충주시,항생제처방률,3006136,758614,25.24
2010,충청북도,제천시,항생제처방률,2134496,464464,21.76
2010,충청북도,청원군,항생제처방률,1135275,293364,25.84
2010,충청북도,보은군,항생제처방률,543630,76559,14.08
2010,충청북도,옥천군,항생제처방률,952846,157158,16.49
2010,충청북도,영동군,항생제처방률,798434,159962,20.03
2010,충청북도,증평군,항생제처방률,474279,126716,26.72
2010,충청북도,진천군,항생제처방률,790977,220437,27.87
2010,충청북도,괴산군,항생제처방률,401701,47278,11.77
2010,충청북도,음성군,항생제처방률,1210862,236489,19.53
2010,충청북도,단양군,항생제처방률,305093,39494,12.94
2010,충청남도,전체,항생제처방률,29975438,6686575,22.31
2010,충청남도,천안시,항생제처방률,15344,804,5.24
2010,충청남도,천안시 동남구,항생제처방률,3244667,753640,23.23
2010,충청남도,천안시 서북구,항생제처방률,4303089,1335889,31.04
2010,충청남도,공주시,항생제처방률,1865735,376118,20.16
2010,충청남도,보령시,항생제처방률,1697366,345747,20.37
2010,충청남도,아산시,항생제처방률,2962752,865389,29.21
2010,충청남도,서산시,항생제처방률,2311944,496156,21.46
2010,충청남도,논산시,항생제처방률,2415254,438600,18.16
2010,충청남도,계룡시,항생제처방률,415640,136508,32.84
2010,충청남도,금산군,항생제처방률,1031769,168052,16.29
2010,충청남도,연기군,항생제처방률,1318021,284803,21.61
2010,충청남도,부여군,항생제처방률,1144044,148760,13
2010,충청남도,서천군,항생제처방률,1145244,151019,13.19
2010,충청남도,청양군,항생제처방률,408190,54814,13.43
2010,충청남도,홍성군,항생제처방률,1510847,229067,15.16
2010,충청남도,예산군,항생제처방률,1221270,225266,18.45
2010,충청남도,태안군,항생제처방률,1083238,215520,19.9
2010,충청남도,당진군,항생제처방률,1881024,460423,24.48
2010,전라북도,전체,항생제처방률,29579280,6079147,20.55
2010,전라북도,전주시 완산구,항생제처방률,5333902,1139457,21.36
2010,전라북도,전주시 덕진구,항생제처방률,4757948,1082581,22.75
2010,전라북도,군산시,항생제처방률,4102419,1031450,25.14
2010,전라북도,익산시,항생제처방률,4597729,1106385,24.06
2010,전라북도,정읍시,항생제처방률,2110283,353738,16.76
2010,전라북도,남원시,항생제처방률,1814367,314002,17.31
